Date,AveragePrice,"Total Volume",4046,4225,4770,"Total Bags","Small Bags","Large Bags","XLarge Bags",type,year,region,Date_new,id,avg_price
2017-12-31,1.52,1243940.09,120545.76,248123.56,1279.48,873874.64,723304.51,150460.36,109.77,organic,2017,TotalUS,2017-12-31,17338,1.26
2017-12-03,1.55,13729.33,1768.49,2732.92,0,9227.92,9002.58,225.34,0,organic,2017,WestTexNewMexico,2017-12-03,17417,1.17
2017-12-31,1.48,229477.07,26883.07,53165.3,86.61,149342.09,66254.72,82977.6,109.77,organic,2017,West,2017-12-31,17490,1.28
2018-03-11,1.24,12744.6,763.9,91.2,0,11889.5,1124.44,10765.06,0,organic,2018,BuffaloRochester,2018-03-11,17532,1.34
2018-03-25,1.71,2321.82,42.95,272.41,0,2006.46,1996.46,10,0,organic,2018,Albany,2018-03-25,17551,1.63
2018-03-25,1.7,190257.38,29644.09,70982.1,0,89631.19,89424.11,207.08,0,organic,2018,California,2018-03-25,17568,1.30
2018-03-25,1.56,18717.08,469.23,3942.82,0,14305.03,9398.45,4906.58,0,organic,2018,Atlanta,2018-03-25,17585,1.22
2018-03-25,1.77,12030.96,17.85,5964.29,161.23,5887.59,5792.37,95.22,0,organic,2018,Charlotte,2018-03-25,17612,1.51
2018-03-25,1.33,57606.42,2002.4,5548.18,82.68,49973.16,49957.61,15.55,0,organic,2018,BaltimoreWashington,2018-03-25,17614,1.40
2018-03-25,1.69,35088.36,324.87,27550.29,0,7213.2,7176.54,36.66,0,organic,2018,Chicago,2018-03-25,17644,1.32
2018-03-25,1.81,3119.2,76.12,1006.43,0,2036.65,618.64,1418.01,0,organic,2018,Boise,2018-03-25,17652,1.27
2018-02-18,1.29,7658.93,5.81,858.31,0,6794.81,6794.81,0,0,organic,2018,GrandRapids,2018-02-18,17661,1.46
2018-03-25,1.74,38441.23,27.25,2031.54,0,36382.44,29466.95,6915.49,0,organic,2018,Boston,2018-03-25,17680,1.60
2018-03-25,1.47,182492.41,5140.14,51115.63,0,125061.81,102033.82,23027.99,0,organic,2018,GreatLakes,2018-03-25,17682,1.30
2018-03-25,1.66,15502.38,728.9,4308.74,0,10464.74,7398.87,3065.87,0,organic,2018,CincinnatiDayton,2018-03-25,17687,1.32
2018-03-25,1.36,23169.17,371.93,239.04,9.87,22548.33,22545,3.33,0,organic,2018,HarrisburgScranton,2018-03-25,17719,1.39
2018-03-25,1.31,11125.08,533.97,1113.33,0,9477.78,7760.23,1717.55,0,organic,2018,Columbus,2018-03-25,17724,1.20
2018-02-04,1.48,3001.55,0,950.25,0,2051.3,1736.68,314.62,0,organic,2018,Louisville,2018-02-04,17732,1.12
2018-03-25,1.34,8620.15,111.52,296.6,0,8212.03,8212.03,0,0,organic,2018,MiamiFtLauderdale,2018-03-25,17753,1.28
2018-03-25,2.09,20242.65,144.4,10949.63,0,9148.62,9137.73,10.89,0,organic,2018,HartfordSpringfield,2018-03-25,17765,1.89
2018-03-25,1.46,31489.27,5372.35,1047.92,0,25069,23054.17,2014.83,0,organic,2018,DallasFtWorth,2018-03-25,17770,1.12
2018-03-25,1.55,181040.19,3445.85,41893.24,641.59,135059.51,125890.81,9168.7,0,organic,2018,Midsouth,2018-03-25,17799,1.33
2018-03-25,1.31,36999.72,8247.81,67.33,0,28684.58,28094.58,590,0,organic,2018,Houston,2018-03-25,17807,0.98
2018-01-21,1.73,23115.66,2121.11,2654.73,3.61,18336.21,18326.57,9.64,0,organic,2018,Philadelphia,2018-01-21,17808,1.54
2018-03-25,1.6,24825.5,6516.4,685.92,44.09,17579.09,16514.58,1064.51,0,organic,2018,Denver,2018-03-25,17811,1.21
2018-03-25,1.52,15372.8,2399.71,3164.8,0,9808.29,9789.7,18.59,0,organic,2018,PhoenixTucson,2018-03-25,17832,1.26
2018-03-25,1.28,9506.07,319.39,1427.13,0,7685.05,3437.74,4247.31,0,organic,2018,Indianapolis,2018-03-25,17841,1.28
2018-03-25,1.48,7250.69,43.77,1759.47,0,5447.45,4834.97,612.48,0,organic,2018,Nashville,2018-03-25,17848,1.25
2018-03-25,1.38,16411.89,956.73,10.91,0,15444.25,15430.91,13.34,0,organic,2018,Pittsburgh,2018-03-25,17875,1.32
2018-03-25,1.36,8024.7,275.67,94.25,0,7654.78,7288.89,365.89,0,organic,2018,NewOrleansMobile,2018-03-25,17881,1.30
2018-03-25,1.75,5518.73,171.22,806.65,3.93,4536.93,2944.89,1592.04,0,organic,2018,Jacksonville,2018-03-25,17883,1.42
2018-03-25,1.43,20507.49,687.46,2729.79,0,16887,13920.18,2966.82,0,organic,2018,Detroit,2018-03-25,17891,1.21
2018-03-25,1.54,74180.36,4775.73,19162.3,0,50242.33,38235.54,12006.79,0,organic,2018,Plains,2018-03-25,17917,1.37
2018-03-25,1.86,118503.55,12695.3,35094.5,205.59,70508.16,70377.52,130.64,0,organic,2018,NewYork,2018-03-25,17923,1.62
2018-03-25,1.65,10720.47,1541.02,1842.23,0,7337.22,7283.04,54.18,0,organic,2018,LasVegas,2018-03-25,17931,1.33
2018-03-25,1.66,31275.39,1746.29,8110.67,0,21418.43,1712.1,19700.47,5.86,organic,2018,Portland,2018-03-25,17955,1.46
2018-03-25,1.58,374859.68,19823.16,58366.54,201.04,296468.94,265716.88,30752.06,0,organic,2018,Northeast,2018-03-25,17957,1.56
2018-03-25,1.74,91739.92,11197.66,29959.26,0,50583,50420.81,162.19,0,organic,2018,LosAngeles,2018-03-25,17972,1.20
2018-03-25,1.64,34687.2,10102.62,10778.96,0,13805.62,13802.29,3.33,0,organic,2018,SanFrancisco,2018-03-25,17993,1.58
2018-03-25,1.63,22596.13,9.44,257.67,0,22329.02,22329.02,0,0,organic,2018,NorthernNewEngland,2018-03-25,18002,1.51
2018-03-25,2.02,13379.77,86.84,5923.16,98.37,7271.4,6881.8,389.6,0,organic,2018,RaleighGreensboro,2018-03-25,18026,1.51
2018-03-25,1.45,11040.51,209.54,1106.74,0,9724.23,8756.67,967.56,0,organic,2018,Orlando,2018-03-25,18040,1.41
2018-03-25,1.48,96048.46,1753.94,41364.9,40.54,52889.08,8496.71,44278.26,114.11,organic,2018,Seattle,2018-03-25,18051,1.23
2018-03-25,1.42,17340.49,295.16,3478.97,81.25,13485.11,12149.49,1335.62,0,organic,2018,RichmondNorfolk,2018-03-25,18062,1.34
2018-02-25,1.57,1459852.55,122912.97,340374.83,1063.32,994471.5,765056.82,229158.56,256.12,organic,2018,TotalUS,2018-02-25,18069,1.26
2018-03-25,1.38,16025.2,163.55,4234.24,81.45,11545.96,9882.44,1663.52,0,organic,2018,SouthCarolina,2018-03-25,18095,1.39
2018-03-25,1.6,9097.89,82.57,1984.01,0,7031.31,6152.25,879.06,0,organic,2018,Roanoke,2018-03-25,18108,1.16
2018-03-25,1.42,163496.7,29253.3,5080.04,0,129163.36,109052.26,20111.1,0,organic,2018,SouthCentral,2018-03-25,18116,1.08
2018-03-25,1.6,271723.08,26996.28,77861.39,117.56,166747.85,87108,79495.39,144.46,organic,2018,West,2018-03-25,18126,1.28
2018-03-25,1.63,9608.95,1902.19,3572.34,0,4134.42,4124.42,10,0,organic,2018,Sacramento,2018-03-25,18139,1.54
2018-03-25,1.45,121917.39,1929.39,18391.86,110.05,101486.09,85313.41,16172.68,0,organic,2018,Southeast,2018-03-25,18148,1.35
2018-03-25,1.75,19086.94,865.91,10936.47,0,7284.56,7284.56,0,0,organic,2018,SanDiego,2018-03-25,18171,1.36
2018-03-25,1.62,15303.4,2325.3,2171.66,0,10806.44,10569.8,236.64,0,organic,2018,WestTexNewMexico,2018-03-25,18172,1.17
2018-03-25,1.59,5750.56,266.92,1707.42,2.21,3774.01,638.89,3105.71,29.41,organic,2018,Spokane,2018-03-25,18180,1.24
2018-03-25,1.82,8210.37,1426.49,2452.5,0,4331.38,3427.78,903.6,0,organic,2018,StLouis,2018-03-25,18210,1.24
2018-03-25,1.04,14503.47,78.95,148.37,0,14276.15,9992.31,4283.84,0,organic,2018,Syracuse,2018-03-25,18222,1.36
2018-03-25,1.41,10028.49,138.15,773.22,0,9117.12,8208.82,908.3,0,organic,2018,Tampa,2018-03-25,18234,1.32
